task,scheme,model,class,feature,n_datasets,mean_abs_shap,median_abs_shap,mean_value_shap_spearman,dataset_direction_agreement
DFS,cv,cox,risk,expression__CD194,1,0.22816946639605218,0.22816946639605218,0.9999999999999998,1.0
DFS,cv,cox,risk,expression__CD34,1,0.21631496729439753,0.21631496729439753,-0.9999999999999998,1.0
DFS,cv,cox,risk,expression__CD138,1,0.2095493312212717,0.2095493312212717,-0.9999999999999998,1.0
DFS,cv,cox,risk,composition__vasculature,1,0.18665382694137536,0.18665382694137536,-0.9999999999999998,1.0
DFS,cv,cox,risk,composition__tumor cells / immune cells,1,0.17097439892356828,0.17097439892356828,0.6,1.0
DFS,cv,cox,risk,composition__tumor cells,1,0.16912324841712142,0.16912324841712142,-0.9999999999999998,1.0
DFS,cv,cox,risk,expression__Ecadherin,1,0.1640588676727905,0.1640588676727905,-1.0,1.0
DFS,cv,cox,risk,expression__CD15,2,0.16182665105799152,0.16182665105799152,0.06666666666666676,0.5
DFS,cv,cox,risk,composition__CD4+ T cells GATA3+,1,0.15514319734917012,0.15514319734917012,0.9999999999999999,1.0
DFS,cv,cox,risk,expression__c-erbB-2 - Her2,1,0.15484921428099668,0.15484921428099668,1.0,1.0
DFS,cv,cox,risk,expression__CD30,1,0.14498030149547123,0.14498030149547123,-0.9999999999999998,1.0
DFS,cv,cox,risk,expression__CD45RO,2,0.14214653045443804,0.14214653045443804,-1.1102230246251565e-16,0.5
DFS,cv,cox,risk,composition__Tregs,1,0.13750900196501037,0.13750900196501037,-0.9999999999999999,1.0
DFS,cv,cox,risk,composition__stroma,1,0.13226908195199816,0.13226908195199816,-0.8666666666666665,1.0
DFS,cv,cox,risk,composition__Tumor (CK7+),1,0.12834548765799847,0.12834548765799847,-1.0,1.0
DFS,cv,cox,risk,expression__Siglec8,1,0.12732520586205023,0.12732520586205023,-1.0,1.0
DFS,cv,cox,risk,expression__CD2,1,0.12334267837845275,0.12334267837845275,-0.5999999999999999,1.0
DFS,cv,cox,risk,expression__FOXP3,1,0.12150626583609986,0.12150626583609986,0.8666666666666665,1.0
DFS,cv,cox,risk,composition__Tumor 7,1,0.12028927240961755,0.12028927240961755,-1.0,1.0
DFS,cv,cox,risk,composition__Stroma,1,0.11935461129537248,0.11935461129537248,1.0,1.0
DFS,cv,cox,risk,expression__CDX2,1,0.11871141936926603,0.11871141936926603,-0.7333333333333332,1.0
DFS,cv,cox,risk,composition__immune cells / vasculature,1,0.11842729420245393,0.11842729420245393,1.0,1.0
DFS,cv,cox,risk,composition__Tumor 1,1,0.11835850509849483,0.11835850509849483,1.0,1.0
DFS,cv,cox,risk,composition__undefined,1,0.11823383298200997,0.11823383298200997,0.7333333333333332,1.0
DFS,cv,cox,risk,composition__lymphatics,1,0.11811034636285049,0.11811034636285049,0.5999999999999999,1.0
DFS,cv,cox,risk,expression__HLA-DR,2,0.11491137100445586,0.11491137100445586,0.9333333333333332,1.0
DFS,cv,cox,risk,expression__Vimentin,3,0.11362716830491097,0.10824338398487957,-0.02222222222222214,0.6666666666666666
DFS,cv,cox,risk,expression__T-bet,1,0.1134692031712334,0.1134692031712334,-0.8666666666666665,1.0
DFS,cv,cox,risk,expression__CD31,2,0.11163255970161745,0.11163255970161745,-1.1102230246251565e-16,0.5
DFS,cv,cox,risk,composition__Tumor 6 / DC,1,0.11132578924934285,0.11132578924934285,1.0,1.0
DFS,cv,cox,risk,expression__CD5,1,0.11086036500421027,0.11086036500421027,-0.8666666666666665,1.0
DFS,cv,cox,risk,composition__CD4 T cell,1,0.1106057046871889,0.1106057046871889,-1.0,1.0
DFS,cv,cox,risk,expression__beta-catenin,1,0.10567077253646359,0.10567077253646359,0.8666666666666665,1.0
DFS,cv,cox,risk,composition__Tumor 2 (Ki67 Proliferating),1,0.10264083499676648,0.10264083499676648,-1.0,1.0
DFS,cv,cox,risk,composition__Blood vessel,1,0.09816665652467398,0.09816665652467398,-1.0,1.0
DFS,cv,cox,risk,expression__CD4,2,0.09722701139962056,0.09722701139962056,-0.9999999999999999,1.0
DFS,cv,cox,risk,expression__PD1,1,0.0961341449162403,0.0961341449162403,0.8666666666666667,1.0
DFS,cv,cox,risk,expression__c-Myc,1,0.09549926077707685,0.09549926077707685,1.0,1.0
DFS,cv,cox,risk,expression__CD68,3,0.0952807252482165,0.11067610401836607,0.3777777777777777,0.6666666666666666
DFS,cv,cox,risk,expression__Podoplanin,2,0.09433624117202416,0.09433624117202416,-0.13333333333333336,0.5
DFS,cv,cox,risk,composition__plasma cells,1,0.09424661446932073,0.09424661446932073,0.9999999999999999,1.0
DFS,cv,cox,risk,composition__Tumor (Epithelial low),1,0.094135770890813,0.094135770890813,1.0,1.0
DFS,cv,cox,risk,composition__Other,1,0.09244807765745817,0.09244807765745817,0.7333333333333333,1.0
DFS,cv,cox,risk,composition__granulocytes,1,0.09212448584426929,0.09212448584426929,0.9999999999999998,1.0
DFS,cv,cox,risk,composition__CD8+ T cells,1,0.09075435512763647,0.09075435512763647,-0.19999999999999993,1.0
DFS,cv,cox,risk,expression__CD38,2,0.09021740719019714,0.09021740719019714,-1.1102230246251565e-16,0.5
DFS,cv,cox,risk,composition__CD68+CD163+ macrophages,1,0.08874582404422303,0.08874582404422303,0.46666666666666656,1.0
DFS,cv,cox,risk,composition__Stroma (Large elongated),1,0.0886228547305123,0.0886228547305123,1.0,1.0
DFS,cv,cox,risk,expression__GFAP,1,0.08830254332020179,0.08830254332020179,0.5999999999999999,1.0
DFS,cv,cox,risk,expression__LAG-3,1,0.08779270326537798,0.08779270326537798,0.8666666666666665,1.0
DFS,cv,cox,risk,composition__CD3+ T cells,1,0.08673695083776632,0.08673695083776632,-0.9999999999999999,1.0
DFS,cv,cox,risk,composition__dirt,1,0.08609512242451631,0.08609512242451631,0.6,1.0
DFS,cv,cox,risk,expression__Twist,1,0.08577230841536104,0.08577230841536104,-1.0,1.0
DFS,cv,cox,risk,expression__pan Cytokeratin,1,0.08522144604970618,0.08522144604970618,1.0,1.0
DFS,cv,cox,risk,expression__CD71,1,0.08502714620639674,0.08502714620639674,0.46666666666666656,1.0
DFS,cv,cox,risk,expression__MUC-1,1,0.08497426800593795,0.08497426800593795,-0.7333333333333332,1.0
DFS,cv,cox,risk,expression__CD45,3,0.08472615515646281,0.10775459114937494,-0.9555555555555554,1.0
DFS,cv,cox,risk,expression__aSMA,2,0.08207155300650051,0.08207155300650051,0.13333333333333341,0.5
DFS,cv,cox,risk,composition__B cells,1,0.0812560483958298,0.0812560483958298,-0.7333333333333332,1.0
DFS,cv,cox,risk,composition__adipocytes,1,0.08035486597365012,0.08035486597365012,0.8666666666666667,1.0
DFS,cv,cox,risk,expression__Slug,1,0.07985395778601144,0.07985395778601144,-1.0,1.0
DFS,cv,cox,risk,expression__CD44,2,0.07961228124074614,0.07961228124074614,-0.46666666666666656,0.5
DFS,cv,cox,risk,expression__vWF,1,0.07917553215866184,0.07917553215866184,-1.0,1.0
DFS,cv,cox,risk,composition__nerves,1,0.0774605751112231,0.0774605751112231,-1.0,1.0
DFS,cv,cox,risk,composition__Stroma (Vimentin hi),1,0.07666497547955685,0.07666497547955685,-1.0,1.0
DFS,cv,cox,risk,expression__Na-K-ATPase,1,0.07615748305005669,0.07615748305005669,0.46666666666666656,1.0
DFS,cv,cox,risk,expression__MMP9,1,0.07501243886866762,0.07501243886866762,-0.5999999999999999,1.0
DFS,cv,cox,risk,expression__p53,2,0.07437113919458496,0.07437113919458496,0.5333333333333333,1.0
DFS,cv,cox,risk,expression__CD7,1,0.07399009888401757,0.07399009888401757,0.33333333333333326,1.0
DFS,cv,cox,risk,expression__phospho-S6,1,0.07340440781576472,0.07340440781576472,1.0,1.0
DFS,cv,cox,risk,expression__GranzymeB,1,0.07329671553017571,0.07329671553017571,-1.0,1.0
DFS,cv,cox,risk,composition__CD4+ T cells,1,0.072948975139067,0.072948975139067,-1.0,1.0
DFS,cv,cox,risk,expression__Collagen IV,1,0.07251866252756127,0.07251866252756127,0.5999999999999999,1.0
DFS,cv,cox,risk,composition__CD11b+ monocytes,1,0.0718670347101878,0.0718670347101878,-1.0,1.0
DFS,cv,cox,risk,expression__CD163,2,0.06558753377063227,0.06558753377063227,0.33333333333333337,0.5
DFS,cv,cox,risk,expression__Cytokeratin 19,1,0.06469476984797097,0.06469476984797097,1.0,1.0
DFS,cv,cox,risk,composition__Tumor (CK lo HR lo),1,0.0636153369823669,0.0636153369823669,1.0,1.0
DFS,cv,cox,risk,expression__MMP12,1,0.06314828422065832,0.06314828422065832,0.06666666666666665,1.0
DFS,cv,cox,risk,composition__Stroma (Fibronectin hi),1,0.06296357436001458,0.06296357436001458,1.0,1.0
DFS,cv,cox,risk,expression__IDO-1,1,0.0621881349467054,0.0621881349467054,0.46666666666666656,1.0
DFS,cv,cox,risk,expression__CD45RA,2,0.061726069221777854,0.061726069221777854,-0.06666666666666676,0.5
DFS,cv,cox,risk,expression__PD-L1,1,0.05846174555461199,0.05846174555461199,0.19999999999999993,1.0
DFS,cv,cox,risk,composition__Tumor 3,1,0.057551946952104215,0.057551946952104215,-0.4666666666666667,1.0
DFS,cv,cox,risk,composition__CD4+ T cells CD45RO+,1,0.056608211184367915,0.056608211184367915,0.3333333333333333,1.0
DFS,cv,cox,risk,composition__Tumor (Apoptotic),1,0.05607386329427633,0.05607386329427633,-1.0,1.0
DFS,cv,cox,risk,expression__CD107a,1,0.05482988550439802,0.05482988550439802,-0.8666666666666667,1.0
DFS,cv,cox,risk,expression__ICOS,2,0.05435608094403366,0.05435608094403366,-0.13333333333333341,0.5
DFS,cv,cox,risk,expression__Granzyme B,1,0.054071497191123474,0.054071497191123474,-0.5999999999999999,1.0
DFS,cv,cox,risk,expression__CD25,1,0.0536165880734208,0.0536165880734208,0.33333333333333326,1.0
DFS,cv,cox,risk,expression__CollagenIV,1,0.05250179584421267,0.05250179584421267,0.7333333333333333,1.0
DFS,cv,cox,risk,composition__NK cells,1,0.05174109626312524,0.05174109626312524,-0.9999999999999999,1.0
DFS,cv,cox,risk,composition__smooth muscle,1,0.05170471839882045,0.05170471839882045,-0.8666666666666666,1.0
DFS,cv,cox,risk,composition__CD68+ macrophages,1,0.05011339684371717,0.05011339684371717,0.4666666666666666,1.0
DFS,cv,cox,risk,composition__CD8 T cell,1,0.05000156724963258,0.05000156724963258,0.3333333333333333,1.0
DFS,cv,cox,risk,expression__Carbonic Anhydrase IX,1,0.04917764434159957,0.04917764434159957,1.0,1.0
DFS,cv,cox,risk,expression__RORgammaT,1,0.048567566179171115,0.048567566179171115,-0.3333333333333333,1.0
DFS,cv,cox,risk,expression__SMA,1,0.048367647579130056,0.048367647579130056,-0.7333333333333333,1.0
DFS,cv,cox,risk,expression__CD117,1,0.047650774847232215,0.047650774847232215,-0.8666666666666667,1.0
DFS,cv,cox,risk,expression__HOECHST1,1,0.04762338115507814,0.04762338115507814,-0.8666666666666665,1.0
DFS,cv,cox,risk,expression__Cytokeratin 5,1,0.04760930347339611,0.04760930347339611,1.0,1.0
DFS,cv,cox,risk,expression__Ki67,2,0.04719354277626478,0.04719354277626478,-0.06666666666666676,0.5
DFS,cv,cox,risk,expression__DAPI,1,0.04592977623592768,0.04592977623592768,-1.0,1.0
DFS,cv,cox,risk,composition__Tumor (Proliferative),1,0.04565034823827162,0.04565034823827162,1.0,1.0
DFS,cv,cox,risk,composition__CD11b+CD68+ macrophages,1,0.04552218919965097,0.04552218919965097,-0.8666666666666667,1.0
DFS,cv,cox,risk,expression__CD3,2,0.044522705719809416,0.044522705719809416,-0.5333333333333333,1.0
DFS,cv,cox,risk,expression__EGFR,2,0.04368169413689649,0.04368169413689649,0.33333333333333337,0.5
DFS,cv,cox,risk,composition__CD68+ macrophages GzmB+,1,0.043448478614926185,0.043448478614926185,-0.3333333333333333,1.0
DFS,cv,cox,risk,expression__DRAQ5,1,0.04329394048141159,0.04329394048141159,0.33333333333333326,1.0
DFS,cv,cox,risk,composition__Stroma (SMA hi Vimentin hi),1,0.04327407520437262,0.04327407520437262,-1.0,1.0
DFS,cv,cox,risk,expression__GATA3,2,0.04294867018566377,0.04294867018566377,-0.20000000000000007,0.5
DFS,cv,cox,risk,composition__CD11c+ DCs,1,0.042531484998289425,0.042531484998289425,-0.4666666666666667,1.0
DFS,cv,cox,risk,composition__Endothelial,1,0.04147800488576818,0.04147800488576818,1.0,1.0
DFS,cv,cox,risk,composition__Tumor (Myoepithelial),1,0.04057841097914749,0.04057841097914749,-1.0,1.0
DFS,cv,cox,risk,expression__Cytokeratin,1,0.040320079603722546,0.040320079603722546,0.19999999999999993,1.0
DFS,cv,cox,risk,expression__TFAM,1,0.04002300325295335,0.04002300325295335,-1.0,1.0
DFS,cv,cox,risk,expression__BCL-2,1,0.03989341569239626,0.03989341569239626,0.5999999999999999,1.0
DFS,cv,cox,risk,expression__CD11c,2,0.03883397384739595,0.03883397384739595,0.1333333333333333,0.5
DFS,cv,cox,risk,expression__CD21,2,0.03868654811471,0.03868654811471,0.5333333333333332,1.0
DFS,cv,cox,risk,expression__CD11b,2,0.03862546327469306,0.03862546327469306,-0.13333333333333341,0.5
DFS,cv,cox,risk,expression__CD20,3,0.038614220796742205,0.03483348465220855,0.37777777777777777,0.6666666666666666
DFS,cv,cox,risk,expression__PGP9.5,1,0.0384422044520083,0.0384422044520083,0.6,1.0
DFS,cv,cox,risk,composition__CD163+ macrophages,1,0.038200918536992035,0.038200918536992035,-0.8666666666666666,1.0
DFS,cv,cox,risk,expression__VISTA,1,0.03758045845418112,0.03758045845418112,0.5999999999999999,1.0
DFS,cv,cox,risk,composition__Tumor (CK+ HR lo),1,0.037311490993722364,0.037311490993722364,1.0,1.0
DFS,cv,cox,risk,expression__Estrogen,1,0.03705764540063003,0.03705764540063003,0.6,1.0
DFS,cv,cox,risk,composition__B cell,2,0.03689615811772575,0.03689615811772575,-0.33333333333333337,0.5
DFS,cv,cox,risk,composition__immune cells,1,0.03666655878801644,0.03666655878801644,0.6,1.0
DFS,cv,cox,risk,expression__Progesterone Receptor A/B,1,0.036657406695584774,0.036657406695584774,-0.3333333333333333,1.0
DFS,cv,cox,risk,composition__Tumor 4,1,0.036359142605502985,0.036359142605502985,-0.4666666666666666,1.0
DFS,cv,cox,risk,expression__CD57,1,0.03627748247812584,0.03627748247812584,0.06666666666666665,1.0
DFS,cv,cox,risk,expression__Synaptophysin,1,0.03600811570532416,0.03600811570532416,-0.33333333333333326,1.0
DFS,cv,cox,risk,composition__Macrophage,2,0.03595870924110501,0.03595870924110501,0.4666666666666667,1.0
DFS,cv,cox,risk,expression__cleaved PARP,1,0.03506703309944314,0.03506703309944314,1.0,1.0
DFS,cv,cox,risk,expression__CD3e,1,0.034325583239148534,0.034325583239148534,0.2,1.0
DFS,cv,cox,risk,expression__Cytokeratin 7,1,0.03386546087755603,0.03386546087755603,-0.8666666666666667,1.0
DFS,cv,cox,risk,composition__Stroma (Small circular),1,0.03369865220560548,0.03369865220560548,-0.8666666666666667,1.0
DFS,cv,cox,risk,composition__Granulocyte,1,0.0332139006631989,0.0332139006631989,0.2,1.0
DFS,cv,cox,risk,expression__PDL1,1,0.03298559713603147,0.03298559713603147,-0.6,1.0
DFS,cv,cox,risk,composition__Tumor (CK+ HR hi),1,0.03142610825563375,0.03142610825563375,1.0,1.0
DFS,cv,cox,risk,expression__CD56,1,0.03105738778533564,0.03105738778533564,-0.06666666666666665,1.0
DFS,cv,cox,risk,expression__CD8,2,0.030968040375567076,0.030968040375567076,0.06666666666666662,0.5
DFS,cv,cox,risk,expression__phospho-mTOR,1,0.030565644142018216,0.030565644142018216,-0.3333333333333333,1.0
DFS,cv,cox,risk,expression__CD134,1,0.030511453578685076,0.030511453578685076,-0.6,1.0
DFS,cv,cox,risk,composition__Tumor 5,1,0.029857808235068797,0.029857808235068797,0.3333333333333333,1.0
DFS,cv,cox,risk,expression__Histone H3,1,0.02964540817975805,0.02964540817975805,-0.6,1.0
DFS,cv,cox,risk,expression__PanCK,1,0.029571938518886485,0.029571938518886485,-0.19999999999999998,1.0
DFS,cv,cox,risk,composition__T & B cells,1,0.02933501157773682,0.02933501157773682,1.0,1.0
DFS,cv,cox,risk,expression__S100A4,1,0.029233493646297917,0.029233493646297917,0.19999999999999998,1.0
DFS,cv,cox,risk,composition__Stroma (Small elongated),1,0.028154622811533903,0.028154622811533903,-0.3333333333333333,1.0
DFS,cv,cox,risk,expression__FoxP3,1,0.02789162599406785,0.02789162599406785,-0.7333333333333333,1.0
DFS,cv,cox,risk,expression__Cytokeratin 8/18,1,0.02645350419707795,0.02645350419707795,-0.4666666666666667,1.0
DFS,cv,cox,risk,expression__CD14,1,0.02610231718686804,0.02610231718686804,-0.06666666666666668,1.0
DFS,cv,cox,risk,expression__Chromogranin A,1,0.025895408963838747,0.025895408963838747,0.46666666666666656,1.0
DFS,cv,cox,risk,expression__Gal3,1,0.024566237016677008,0.024566237016677008,-0.4666666666666667,1.0
DFS,cv,cox,risk,expression__Fibronectin,1,0.02380268552006348,0.02380268552006348,-0.4666666666666667,1.0
DFS,cv,cox,risk,expression__PD-1,1,0.02308534533995787,0.02308534533995787,-0.5999999999999999,1.0
DFS,cv,cox,risk,composition__Tumor (Basal CK),1,0.02256780384651066,0.02256780384651066,-0.6,1.0
DFS,cv,cox,risk,expression__DNA1,1,0.022114351125433352,0.022114351125433352,0.3333333333333333,1.0
DFS,cv,cox,risk,composition__T cell,1,0.021859203334143026,0.021859203334143026,0.3333333333333333,1.0
DFS,cv,cox,risk,expression__TIM3,1,0.02184598456418563,0.02184598456418563,0.06666666666666667,1.0
DFS,cv,cox,risk,expression__Ki-67,1,0.021302594402574825,0.021302594402574825,-0.06666666666666667,1.0
DFS,cv,cox,risk,expression__phospho-Histone,1,0.02042790424919431,0.02042790424919431,0.2,1.0
DFS,cv,cox,risk,composition__Tumor (CK+ HR+),1,0.019964692423776586,0.019964692423776586,1.0,1.0
DFS,cv,cox,risk,expression__Keratin 14 (KRT14),1,0.01980623240577126,0.01980623240577126,-0.3333333333333333,1.0
DFS,cv,cox,risk,composition__Tumor (CK lo HR hi p53+),1,0.019619362974915504,0.019619362974915504,0.8666666666666666,1.0
DFS,cv,cox,risk,expression__CD49f,1,0.015612327436453069,0.015612327436453069,-1.0,1.0
DFS,cv,cox,risk,composition__Tumor (p53+ EGFR+),1,0.013528353163161387,0.013528353163161387,0.4666666666666667,1.0
DFS,cv,cox,risk,composition__Tumor (CK7+ CK hi Ecadh hi),1,0.012636276632925278,0.012636276632925278,0.06666666666666668,1.0
DFS,cv,cox,risk,composition__Tumor (Hypoxic),1,0.011889238682265173,0.011889238682265173,0.19999999999999998,1.0
DSS,cv,cox,risk,composition__HR- CK7+,1,0.11078829379185204,0.11078829379185204,1.0,1.0
DSS,cv,cox,risk,expression__panCK,1,0.10979605845453579,0.10979605845453579,-1.0,1.0
DSS,cv,cox,risk,expression__PR,1,0.10936734509493037,0.10936734509493037,-1.0,1.0
DSS,cv,cox,risk,expression__Ki67,1,0.1043810538542422,0.1043810538542422,1.0,1.0
DSS,cv,cox,risk,composition__Fibroblasts,1,0.10312647333982278,0.10312647333982278,-1.0,1.0
DSS,cv,cox,risk,expression__CK19,1,0.09706809757436147,0.09706809757436147,-1.0,1.0
DSS,cv,cox,risk,expression__HER2,1,0.09418152113856665,0.09418152113856665,1.0,1.0
DSS,cv,cox,risk,composition__HR+ CK7- Ki67+,1,0.08571391843439076,0.08571391843439076,1.0,1.0
DSS,cv,cox,risk,expression__CK5,1,0.08141101558913227,0.08141101558913227,-1.0,1.0
DSS,cv,cox,risk,expression__Slug,1,0.07760358262261675,0.07760358262261675,1.0,1.0
DSS,cv,cox,risk,expression__pS6,1,0.0774743654021266,0.0774743654021266,-1.0,1.0
DSS,cv,cox,risk,composition__Fibroblasts CD68+,1,0.0720610830524929,0.0720610830524929,1.0,1.0
DSS,cv,cox,risk,composition__Vascular SMA+,1,0.06271450104923303,0.06271450104923303,-1.0,1.0
DSS,cv,cox,risk,expression__Erk1_2,1,0.060898257439857405,0.060898257439857405,-1.0,1.0
DSS,cv,cox,risk,composition__HRlow CKlow,1,0.06032002070331853,0.06032002070331853,1.0,1.0
DSS,cv,cox,risk,expression__Twist,1,0.05839332401694681,0.05839332401694681,-1.0,1.0
DSS,cv,cox,risk,expression__SMA,1,0.04834903955999948,0.04834903955999948,-1.0,1.0
DSS,cv,cox,risk,expression__p53,1,0.04699256601889693,0.04699256601889693,1.0,1.0
DSS,cv,cox,risk,composition__Myoepithelial,1,0.046311850470219046,0.046311850470219046,1.0,1.0
DSS,cv,cox,risk,expression__Vimentin,1,0.044050360471415306,0.044050360471415306,1.0,1.0
DSS,cv,cox,risk,expression__HH3_total,1,0.04186799294833242,0.04186799294833242,0.8666666666666667,1.0
DSS,cv,cox,risk,expression__CD20,1,0.0406704451013146,0.0406704451013146,-1.0,1.0
DSS,cv,cox,risk,composition__HR+ CK7-,1,0.04036826597413818,0.04036826597413818,-1.0,1.0
DSS,cv,cox,risk,expression__CK8_18,1,0.03867887633714829,0.03867887633714829,0.7333333333333333,1.0
DSS,cv,cox,risk,composition__Basal CKlow,1,0.03787729731621694,0.03787729731621694,0.8666666666666667,1.0
DSS,cv,cox,risk,expression__CK7,1,0.0351222819787774,0.0351222819787774,1.0,1.0
DSS,cv,cox,risk,expression__H3K27me3,1,0.034791696941200545,0.034791696941200545,-1.0,1.0
DSS,cv,cox,risk,expression__EpCAM,1,0.03466835543105919,0.03466835543105919,1.0,1.0
DSS,cv,cox,risk,expression__ER,1,0.033492082346337236,0.033492082346337236,-0.8666666666666667,1.0
