dataset,task,class,feature,seed,coefficient_mean,coefficient_sd,fold_selection_frequency,n_folds,selected
BC-Jackson2020,response,1,patch_mean_composition__Tumor (Basal CK),0,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (Basal CK),1,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (Basal CK),2,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (CK lo HR hi p53+),0,-0.006158298070921081,0.013770373112285357,0.2,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (CK lo HR hi p53+),1,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (CK lo HR hi p53+),2,-0.01477477748421267,0.03303740680713285,0.2,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (CK lo HR lo),0,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (CK lo HR lo),1,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (CK lo HR lo),2,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (CK+ HR hi),0,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (CK+ HR hi),1,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (CK+ HR hi),2,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (CK+ HR lo),0,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (CK+ HR lo),1,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (CK+ HR lo),2,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (CK+ HR+),0,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (CK+ HR+),1,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (CK+ HR+),2,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (CK7+ CK hi Ecadh hi),0,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (CK7+ CK hi Ecadh hi),1,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (CK7+ CK hi Ecadh hi),2,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (CK7+),0,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (CK7+),1,-0.006106167853592034,0.01365380640265577,0.2,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (CK7+),2,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (Epithelial low),0,0.0,0.0,0.0,5,False
