dataset,task,scheme,model,class,feature,mean_abs_shap,sd_abs_shap,mean_shap,value_shap_spearman,top_fold_frequency,n_fold_models,n_explained_regions,direction_consistency,direction
bc_metabric_ali2020,OS,cv,cox,risk,HR+ CK7- Slug+,0.014034808544737477,0.009487145226835091,-0.0009669271243427201,0.6,0.8,15,1596,0.8,higher value increases prediction
bc_metabric_ali2020,OS,cv,cox,risk,B cells,0.011266800219948284,0.005390540864877285,0.0010497751336467746,-0.8666666666666667,0.8,15,1596,0.9333333333333333,higher value decreases prediction
bc_metabric_ali2020,OS,cv,cox,risk,Macrophages Vim+ Slug+,0.008993583549854682,0.010691395307109074,-0.0016065956210348324,0.3333333333333333,0.5333333333333333,15,1596,0.6666666666666666,higher value increases prediction
bc_metabric_ali2020,OS,cv,cox,risk,Macrophages Vim+ Slug-,0.008639457175320614,0.005563134494211234,0.0006075576616331143,-0.7333333333333333,0.6666666666666666,15,1596,0.8666666666666667,higher value decreases prediction
crc_schurch2020,DFS,cv,cox,risk,vasculature,0.20965247895231703,0.06728107097228139,0.0052540207407983765,-0.9999999999999998,1.0,15,420,1.0,higher value decreases prediction
crc_schurch2020,DFS,cv,cox,risk,plasma cells,0.17943837489700443,0.05986621782700658,-0.00046356105645228016,0.9999999999999999,1.0,15,420,1.0,higher value increases prediction
crc_schurch2020,DFS,cv,cox,risk,tumor cells / immune cells,0.16390487777030696,0.32034491631138345,-0.14085921491016493,0.6,0.3333333333333333,15,420,0.8,higher value increases prediction
crc_schurch2020,DFS,cv,cox,risk,lymphatics,0.1635603768348134,0.061769666700447694,-0.10828049447613969,0.7333333333333332,0.9333333333333333,15,420,0.8666666666666667,higher value increases prediction
crc_schurch2020,DFS,cv,cox,risk,Tregs,0.15361484707389886,0.052287350621415686,-0.0030657293541732885,-0.9999999999999999,1.0,15,420,1.0,higher value decreases prediction
crc_schurch2020,DFS,cv,cox,risk,tumor cells,0.14074333311199136,0.029407839582691605,0.003763243877463519,-0.9999999999999998,1.0,15,420,1.0,higher value decreases prediction
