dataset,task,class,feature,seed,coefficient_mean,coefficient_sd,fold_selection_frequency,n_folds,selected
HNC-Wu2022,hpv_status,1,tcn_fraction__5,2,-0.0261384909912848,0.0584474426857787,0.2,5,False
NSCLC-GNN-Hoebel2026,stage_binary,1,tcn_fraction__1,0,-0.0222242782738663,0.0174393785675553,0.8,5,True
NSCLC-GNN-Hoebel2026,stage_binary,1,tcn_fraction__1,1,-0.0248586727975577,0.0254427401669034,0.6,5,True
NSCLC-GNN-Hoebel2026,stage_binary,1,tcn_fraction__1,2,-0.0170034130138401,0.017154755678271,0.6,5,True
NSCLC-GNN-Hoebel2026,stage_binary,1,tcn_fraction__2,0,0.1138161292328396,0.0379107823029636,1.0,5,True
NSCLC-GNN-Hoebel2026,stage_binary,1,tcn_fraction__2,1,0.1120429976446636,0.0367170092754293,1.0,5,True
NSCLC-GNN-Hoebel2026,stage_binary,1,tcn_fraction__2,2,0.1186504128744913,0.0340135385032108,1.0,5,True
NSCLC-GNN-Hoebel2026,stage_binary,1,tcn_fraction__3,0,-0.0536127446614003,0.0359016182275487,1.0,5,True
NSCLC-GNN-Hoebel2026,stage_binary,1,tcn_fraction__3,1,-0.0555954226417055,0.0307616964627399,1.0,5,True
NSCLC-GNN-Hoebel2026,stage_binary,1,tcn_fraction__3,2,-0.0495030011766819,0.0196639755218243,1.0,5,True
NSCLC-GNN-Hoebel2026,stage_binary,1,tcn_fraction__4,0,-0.0057360106995527,0.012826109843866,0.2,5,False
NSCLC-GNN-Hoebel2026,stage_binary,1,tcn_fraction__4,1,-0.0072284045184983,0.0099945657397028,0.4,5,False
NSCLC-GNN-Hoebel2026,stage_binary,1,tcn_fraction__4,2,-0.0022756194049628,0.0115792253184478,0.4,5,False
NSCLC-GNN-Hoebel2026,stage_binary,1,tcn_fraction__5,0,0.0577559049600943,0.014200006025386,1.0,5,True
NSCLC-GNN-Hoebel2026,stage_binary,1,tcn_fraction__5,1,0.056011509491679,0.0461623292735404,1.0,5,True
NSCLC-GNN-Hoebel2026,stage_binary,1,tcn_fraction__5,2,0.0617889830571505,0.0351241462961476,0.8,5,True
